Edad,Genero,Nivel_Educativo,Titulo_Del_Trabajo,Años_De_Experiencia,Salario
36,Hombre,Titulo de Licenciatura,Gerente de Ingenieros de Software,0,135000.0
45,Hombre,Otro,Ingeniero de Proyectos Senior,16,185000.0
39,Mujer,Titulo de Maestria,Otro,12,160000.0
32,Mujer,Otro,Ingeniero Full Stack,6,115000.0
46,Hombre,Doctorado,Gerente de Ingenieros de Software,0,185000.0
46,Mujer,Doctorado,Ingeniero de Proyectos Senior,16,185000.0
30,Hombre,Titulo de Maestria,Desarrollador Front End,5,105000.0
50,Hombre,Doctorado,Gerente de Ingenieros de Software,20,210000.0
39,Mujer,Titulo de Maestria,Gerente de Ingenieros de Software,11,170000.0
32,Hombre,Otro,Desarrollador Back End,7,120000.0
48,Hombre,Otro,Gerente de Ingenieros de Software,19,200000.0
37,Mujer,Otro,Gerente de Ingenieros de Software,11,170000.0
49,Otro,Doctorado,Otro,19,210000.0
46,Hombre,Otro,Gerente de Ingenieros de Software,16,185000.0
50,Otro,Doctorado,Ingeniero de Proyectos Senior,19,200000.0
34,Hombre,Titulo de Maestria,Desarrollador Back End,0,140000.0
27,Hombre,Otro,bbb,3,80000.0
28,Hombre,Titulo de Licenciatura,Ingeniero de Software,4,75000.0
33,Mujer,Titulo de Maestria,Analista de Datos,7,95000.0
22,Hombre,Titulo de Licenciatura,Desarrollador Front End,1,50000.0
44,Hombre,Doctorado,Cientifico de Datos Senior,15,180000.0
29,Mujer,Titulo de Licenciatura,Desarrollador de Software,3,65000.0
31,Hombre,Titulo de Maestria,Gerente de Producto,6,120000.0
25,Otro,Titulo de Maestria,Ingeniero de Software,2,60000.0
38,Hombre,Titulo de Licenciatura,Otro,10,150000.0
27,Hombre,Titulo de Licenciatura,Ingeniero de Software,3,70000.0
46,Mujer,Doctorado,Otro,20,220000.0
33,Hombre,Titulo de Maestria,Analista de Datos,0,100000.0
24,Mujer,Titulo de Licenciatura,Desarrollador de Software,2,55000.0
36,Hombre,Doctorado,Cientifico de Datos Senior,12,170000.0
30,Mujer,Titulo de Licenciatura,Ingeniero de Software,5,90000.0
29,Hombre,Titulo de Licenciatura,Desarrollador Front End,4,80000.0
42,Hombre,Titulo de Maestria,Gerente de Producto,14,180000.0
26,Hombre,Titulo de Licenciatura,bbb,2,60000.0
35,Mujer,Titulo de Maestria,Analista de Datos,9,120000.0
27,Mujer,Titulo de Licenciatura,Ingeniero de Software,3,70000.0
48,Hombre,Doctorado,Director de Ciencia de Datos,18,210000.0
34,Hombre,Titulo de Maestria,Cientifico de Datos,9,140000.0
23,Mujer,Titulo de Licenciatura,Ingeniero de Software,1,50000.0
32,Hombre,Titulo de Maestria,Gerente de Producto,7,110000.0
25,Mujer,Titulo de Maestria,Ingeniero de Software,2,60000.0
37,Hombre,Titulo de Licenciatura,Analista de Datos,11,160000.0
28,Otro,Titulo de Licenciatura,Ingeniero de Software,4,75000.0
41,Mujer,Doctorado,Director de Ciencia de Datos,16,200000.0
34,Hombre,Titulo de Maestria,Analista de Datos,8,100000.0
29,Hombre,Titulo de Licenciatura,Desarrollador Front End,0,80000.0
26,Hombre,Titulo de Licenciatura,Desarrollador de Software,2,60000.0
34,Otro,Titulo de Maestria,Cientifico de Datos,9,140000.0
48,Hombre,Doctorado,bbb,18,210000.0
37,Hombre,Otro,Analista de Datos,11,160000.0
29,Hombre,Otro,Desarrollador Front End,4,80000.0
34,Hombre,Titulo de Maestria,Otro,9,140000.0
41,Mujer,Doctorado,Director de Ciencia de Datos,0,200000.0
24,Mujer,Titulo de Licenciatura,Desarrollador de Software,0,55000.0
27,Mujer,Otro,Ingeniero de Software,3,70000.0
25,Mujer,Otro,Ingeniero de Software,2,60000.0
41,Mujer,Doctorado,Otro,16,200000.0
32,Otro,Titulo de Maestria,Gerente de Producto,7,110000.0
28,Hombre,Titulo de Licenciatura,Otro,4,75000.0
42,Hombre,Otro,Gerente de Producto,14,180000.0
26,Otro,Titulo de Licenciatura,Desarrollador de Software,2,60000.0
34,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,8,122485.0
25,Hombre,Doctorado,Gerente de Ingenieros de Software,12,169159.0
43,Hombre,Titulo de Maestria,Ingeniero de Software Senior,21,187081.0
53,Otro,Escuela Secundaria,Otro,31,166109.0
27,Mujer,Titulo de Maestria,Desarrollador Front End,5,78354.0
25,Hombre,Titulo de Licenciatura,Desarrollador Back End,2,90249.0
29,Mujer,Titulo de Maestria,Otro,6,132720.0
52,Hombre,Doctorado,Gerente de Ingenieros de Software,23,161568.0
41,Hombre,Titulo de Maestria,Desarrollador Front End,13,127346.0
49,Mujer,Titulo de Licenciatura,Desarrollador Back End,19,120177.0
25,Otro,Escuela Secundaria,Ingeniero Full Stack,2,69032.0
35,Hombre,Titulo de Maestria,bbb,8,101332.0
57,Mujer,Doctorado,Ingeniero Full Stack,30,121450.0
35,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,12,166375.0
43,Hombre,Titulo de Maestria,Ingeniero de Software Senior,21,185119.0
50,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,21,166512.0
52,Mujer,Titulo de Maestria,Ingeniero de Software Senior,28,186963.0
26,Hombre,Titulo de Licenciatura,Desarrollador Back End,3,75072.0
34,Mujer,Titulo de Maestria,Ingeniero Full Stack,0,163398.0
30,Hombre,Escuela Secundaria,Ingeniero de Proyectos Senior,11,103947.0
60,Mujer,Doctorado,Gerente de Ingenieros de Software,33,179180.0
50,Hombre,Titulo de Licenciatura,Desarrollador Back End,23,175966.0
58,Hombre,Titulo de Maestria,Ingeniero de Software Senior,27,190004.0
35,Mujer,Otro,Otro,0,152039.0
57,Otro,Doctorado,Otro,33,191790.0
46,Mujer,Titulo de Licenciatura,Ingeniero de Software Senior,20,139398.0
28,Hombre,Escuela Secundaria,Desarrollador Back End,7,95845.0
34,Hombre,Titulo de Maestria,Otro,12,160976.0
33,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,9,126753.0
37,Otro,Titulo de Maestria,Ingeniero Full Stack,14,161393.0
33,Hombre,Titulo de Maestria,Ingeniero de Software Senior,8,139817.0
53,Hombre,Doctorado,Gerente de Ingenieros de Software,25,181714.0
35,Mujer,Titulo de Licenciatura,Desarrollador Back End,10,114776.0
30,Hombre,Titulo de Maestria,Ingeniero Full Stack,6,105725.0
24,Otro,Escuela Secundaria,Ingeniero de Proyectos Senior,1,52731.0
36,Hombre,Titulo de Maestria,Otro,8,106492.0
27,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,4,73895.0
23,Hombre,Doctorado,Gerente de Ingenieros de Software,1,119836.0
28,Mujer,Titulo de Maestria,Otro,5,99747.0
52,Hombre,Titulo de Licenciatura,Desarrollador Back End,25,168287.0
28,Mujer,Titulo de Maestria,Ingeniero Full Stack,7,115920.0
32,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,11,128078.0
24,Mujer,Titulo de Licenciatura,Desarrollador Front End,1,51265.0
43,Hombre,Escuela Secundaria,Ingeniero de Software Senior,22,165919.0
60,Mujer,Doctorado,Gerente de Ingenieros de Software,34,188651.0
24,Hombre,Titulo de Maestria,Desarrollador Back End,0,55538.0
55,Hombre,Titulo de Licenciatura,Otro,28,193964.0
29,Otro,Titulo de Maestria,Ingeniero Full Stack,4,104702.0
44,Hombre,Doctorado,Gerente de Ingenieros de Software,0,172955.0
40,Mujer,Titulo de Maestria,Ingeniero de Software Senior,16,138032.0
27,Hombre,Titulo de Licenciatura,Desarrollador Back End,4,82683.0
43,Hombre,Titulo de Maestria,Otro,17,155414.0
49,Mujer,Escuela Secundaria,Ingeniero de Proyectos Senior,25,154207.0
42,Mujer,Titulo de Licenciatura,Ingeniero de Software Senior,18,148446.0
41,Mujer,Doctorado,Gerente de Ingenieros de Software,13,138662.0
46,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,23,181699.0
57,Mujer,Titulo de Maestria,Ingeniero Full Stack,33,188232.0
22,Mujer,Escuela Secundaria,Desarrollador Back End,0,51832.0
54,Otro,Doctorado,Gerente de Ingenieros de Software,28,188484.0
42,Mujer,Titulo de Maestria,Ingeniero de Software Senior,16,138286.0
49,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,22,181132.0
27,Mujer,Titulo de Maestria,Desarrollador Back End,4,73938.0
36,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,14,119224.0
39,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,14,142360.0
48,Hombre,Doctorado,Ingeniero Full Stack,23,181021.0
48,Otro,Titulo de Licenciatura,Desarrollador Front End,23,173851.0
31,Otro,Escuela Secundaria,Desarrollador Back End,8,104127.0
47,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,25,178859.0
29,Mujer,Doctorado,Ingeniero Full Stack,5,98568.0
38,Mujer,Titulo de Maestria,Ingeniero de Software Senior,13,134858.0
34,Hombre,Titulo de Licenciatura,Desarrollador Back End,10,94502.0
34,Otro,Titulo de Licenciatura,Ingeniero Full Stack,0,122485.0
53,Otro,Escuela Secundaria,Ingeniero de Proyectos Senior,31,166109.0
29,Mujer,Titulo de Maestria,Ingeniero de Software Senior,6,132720.0
35,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,8,101332.0
37,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,10,149217.0
50,Hombre,Titulo de Maestria,bbb,21,166512.0
34,Mujer,Titulo de Maestria,Ingeniero Full Stack,10,163398.0
30,Hombre,Escuela Secundaria,Ingeniero de Proyectos Senior,0,103947.0
35,Mujer,Titulo de Maestria,Ingeniero Full Stack,10,152039.0
28,Hombre,Titulo de Maestria,Desarrollador Front End,0,76742.0
57,Mujer,Doctorado,Gerente de Ingenieros de Software,33,191790.0
24,Mujer,Escuela Secundaria,Ingeniero de Proyectos Senior,1,52731.0
36,Hombre,Titulo de Maestria,Desarrollador Front End,8,106492.0
27,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,0,73895.0
28,Mujer,Titulo de Maestria,Ingeniero de Software Senior,5,99747.0
55,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,28,193964.0
44,Hombre,Doctorado,Gerente de Ingenieros de Software,19,172955.0
43,Hombre,Titulo de Maestria,Ingeniero Full Stack,17,155414.0
30,Hombre,Titulo de Maestria,Desarrollador Front End,8,107895.0
26,Hombre,Titulo de Maestria,Ingeniero Full Stack,4,102859.0
54,Hombre,Doctorado,Gerente de Ingenieros de Software,28,188484.0
42,Mujer,Titulo de Maestria,Ingeniero de Software Senior,0,138286.0
39,Hombre,Otro,Gerente de Ingenieros de Software,14,142360.0
41,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,20,151315.0
39,Mujer,Titulo de Maestria,Ingeniero de Software Senior,15,134641.0
48,Hombre,Titulo de Licenciatura,Desarrollador Front End,23,173851.0
36,Hombre,Titulo de Licenciatura,Desarrollador Front End,14,139095.0
30,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,5,106278.0
28,Hombre,Titulo de Maestria,Ingeniero Full Stack,4,90452.0
46,Mujer,Doctorado,Gerente de Ingenieros de Software,0,168304.0
34,Hombre,Titulo de Licenciatura,Desarrollador Back End,10,126593.0
44,Hombre,Titulo de Maestria,bbb,19,152203.0
55,Mujer,Doctorado,Gerente de Ingenieros de Software,30,183138.0
35,Hombre,Titulo de Maestria,Ingeniero Full Stack,9,130275.0
54,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,29,191915.0
23,Mujer,Escuela Secundaria,Desarrollador Back End,2,62807.0
33,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,9,133326.0
26,Hombre,Titulo de Maestria,Desarrollador Front End,4,75656.0
43,Mujer,Doctorado,Gerente de Ingenieros de Software,19,155944.0
36,Hombre,Titulo de Maestria,Ingeniero Full Stack,11,137775.0
23,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,0,51831.0
49,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,22,182237.0
35,Mujer,Titulo de Maestria,Ingeniero Full Stack,10,151901.0
43,Hombre,Titulo de Maestria,Ingeniero Full Stack,20,167207.0
33,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,10,112439.0
52,Mujer,Doctorado,Gerente de Ingenieros de Software,0,194214.0
28,Hombre,Titulo de Licenciatura,Otro,5,84407.0
36,Mujer,Titulo de Maestria,Ingeniero de Software Senior,13,139413.0
43,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,20,143084.0
50,Mujer,Titulo de Maestria,Ingeniero Full Stack,25,192344.0
24,Hombre,Doctorado,Gerente de Ingenieros de Software,1,106132.0
52,Hombre,Titulo de Maestria,Ingeniero de Software Senior,26,184816.0
46,Mujer,Titulo de Licenciatura,Desarrollador Back End,19,150248.0
38,Hombre,Titulo de Maestria,Ingeniero Full Stack,15,170995.0
29,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,6,88035.0
33,Mujer,Titulo de Maestria,Desarrollador Front End,10,119419.0
47,Hombre,Doctorado,Gerente de Ingenieros de Software,21,173582.0
45,Mujer,Titulo de Maestria,Ingeniero de Software Senior,23,174436.0
28,Hombre,Titulo de Licenciatura,Desarrollador Back End,4,71699.0
42,Mujer,Titulo de Maestria,Ingeniero Full Stack,14,163558.0
46,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,24,166828.0
38,Mujer,Doctorado,Gerente de Ingenieros de Software,15,144496.0
54,Hombre,Titulo de Maestria,Ingeniero de Software Senior,31,193746.0
33,Mujer,Titulo de Maestria,Ingeniero Full Stack,8,122581.0
27,Hombre,Escuela Secundaria,Desarrollador Back End,4,79767.0
50,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,25,177177.0
26,Hombre,Titulo de Maestria,Ingeniero Full Stack,4,89843.0
31,Mujer,Titulo de Maestria,Ingeniero de Software Senior,6,113563.0
35,Hombre,Titulo de Licenciatura,Desarrollador Front End,10,128712.0
44,Mujer,Doctorado,Gerente de Ingenieros de Software,18,161621.0
32,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,8,121454.0
54,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,25,179987.0
26,Mujer,Titulo de Maestria,Desarrollador Front End,3,72649.0
23,Hombre,Doctorado,bbb,0,52612.0
48,Mujer,Titulo de Maestria,Ingeniero de Software Senior,24,184006.0
38,Hombre,Titulo de Licenciatura,Desarrollador Back End,12,131960.0
30,Mujer,Titulo de Maestria,Ingeniero Full Stack,5,102465.0
45,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,22,171036.0
36,Hombre,Titulo de Maestria,Ingeniero Full Stack,13,146351.0
52,Hombre,Doctorado,Gerente de Ingenieros de Software,0,185462.0
31,Mujer,Titulo de Licenciatura,Ingeniero de Software Senior,7,107718.0
26,Hombre,Titulo de Maestria,Ingeniero Full Stack,4,90944.0
24,Hombre,Titulo de Licenciatura,Desarrollador Back End,2,63901.0
45,Hombre,Titulo de Maestria,Ingeniero de Software Senior,22,181902.0
33,Mujer,Titulo de Maestria,Ingeniero Full Stack,9,136533.0
38,Hombre,Titulo de Licenciatura,Desarrollador Front End,11,136285.0
54,Mujer,Doctorado,Gerente de Ingenieros de Software,31,191818.0
42,Hombre,Titulo de Maestria,Ingeniero Full Stack,0,176643.0
28,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,4,70022.0
30,Hombre,Titulo de Maestria,Desarrollador Front End,6,99363.0
43,Mujer,Titulo de Maestria,Ingeniero de Software Senior,19,152944.0
35,Hombre,Titulo de Licenciatura,Desarrollador Back End,10,123386.0
44,Hombre,Otro,Otro,21,168906.0
55,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,30,183020.0
23,Hombre,Escuela Secundaria,Desarrollador Front End,1,47898.0
39,Mujer,Titulo de Maestria,Ingeniero de Software Senior,14,135853.0
43,Otro,Titulo de Licenciatura,Ingeniero Full Stack,17,149198.0
29,Hombre,Doctorado,Gerente de Ingenieros de Software,6,106662.0
30,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,6,89995.0
39,Mujer,Doctorado,Gerente de Ingenieros de Software,13,143814.0
49,Hombre,Otro,Desarrollador Front End,24,174726.0
27,Hombre,Titulo de Licenciatura,Desarrollador Back End,4,68732.0
43,Hombre,Titulo de Maestria,Ingeniero Full Stack,21,187951.0
37,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,13,137336.0
51,Hombre,Doctorado,Gerente de Ingenieros de Software,26,191159.0
29,Mujer,Titulo de Maestria,Ingeniero Full Stack,5,102868.0
43,Hombre,Titulo de Licenciatura,Ingeniero de Software Senior,20,154281.0
31,Hombre,Titulo de Maestria,Desarrollador Back End,8,111535.0
30,Mujer,Titulo de Maestria,Otro,6,107906.0
52,Mujer,Doctorado,Gerente de Ingenieros de Software,27,180958.0
49,Hombre,Titulo de Licenciatura,Desarrollador Back End,24,178284.0
27,Mujer,Titulo de Maestria,Desarrollador Front End,4,75969.0
56,Mujer,Doctorado,Gerente de Ingenieros de Software,31,197354.0
46,Otro,Titulo de Licenciatura,Ingeniero de Software Senior,22,174324.0
32,Mujer,Titulo de Maestria,Ingeniero Full Stack,8,123781.0
38,Hombre,Doctorado,Gerente de Ingenieros de Software,12,141735.0
52,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,28,187120.0
24,Mujer,Titulo de Licenciatura,Desarrollador Back End,1,61095.0
49,Hombre,Titulo de Maestria,Ingeniero Full Stack,22,179045.0
35,Mujer,Titulo de Maestria,Ingeniero de Software Senior,10,130355.0
31,Hombre,Titulo de Licenciatura,Desarrollador Front End,7,103282.0
44,Mujer,Doctorado,Gerente de Ingenieros de Software,18,157872.0
33,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,10,117314.0
54,Hombre,Titulo de Licenciatura,Ingeniero de Software Senior,30,186321.0
33,Mujer,Titulo de Maestria,Ingeniero Full Stack,11,129686.0
27,Hombre,Escuela Secundaria,Desarrollador Back End,3,68611.0
51,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,25,177913.0
26,Hombre,Titulo de Maestria,Ingeniero Full Stack,3,68472.0
31,Mujer,Titulo de Maestria,Ingeniero de Software Senior,6,113065.0
35,Hombre,Titulo de Licenciatura,Desarrollador Front End,9,125091.0
32,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,9,126916.0
26,Mujer,Titulo de Maestria,Desarrollador Front End,4,76898.0
23,Otro,Doctorado,Gerente de Ingenieros de Software,1,579.0
26,Mujer,Titulo de Licenciatura,Ingeniero de Software,2,65000.0
33,Hombre,Titulo de Maestria,Analista de Datos,0,120000.0
29,Mujer,Titulo de Licenciatura,Gerente de Producto,4,90000.0
41,Hombre,Doctorado,Cientifico de Datos,15,190000.0
35,Mujer,Titulo de Maestria,Ingeniero de Software,9,140000.0
37,Mujer,Titulo de Maestria,Cientifico de Datos,11,160000.0
33,Hombre,Titulo de Licenciatura,Gerente de Producto,8,130000.0
24,Mujer,Titulo de Maestria,bbb,2,60000.0
46,Hombre,Doctorado,Director de Ciencia de Datos,20,220000.0
29,Mujer,Titulo de Licenciatura,Desarrollador de Software,5,80000.0
31,Hombre,Titulo de Maestria,Cientifico de Datos,7,130000.0
27,Mujer,Titulo de Licenciatura,Ingeniero de Software,3,65000.0
30,Mujer,Titulo de Maestria,Gerente de Producto,6,110000.0
25,Otro,Titulo de Licenciatura,Desarrollador Front End,2,50000.0
44,Hombre,Doctorado,Director de Ciencia de Datos,18,210000.0
22,Hombre,Titulo de Licenciatura,Ingeniero de Software,1,50000.0
36,Hombre,Titulo de Maestria,Gerente de Producto,10,160000.0
41,Hombre,Doctorado,Cientifico de Datos Senior,0,190000.0
23,Hombre,Titulo de Licenciatura,Otro,1,45000.0
32,Mujer,Titulo de Maestria,Gerente de Producto,7,120000.0
25,Hombre,Titulo de Maestria,Ingeniero de Software,2,60000.0
37,Mujer,Titulo de Licenciatura,Analista de Datos,11,150000.0
28,Hombre,Titulo de Licenciatura,Ingeniero de Software,0,70000.0
24,Mujer,Titulo de Licenciatura,Otro,2,55000.0
36,Otro,Doctorado,Cientifico de Datos Senior,12,170000.0
26,Hombre,Titulo de Licenciatura,Desarrollador de Software,0,60000.0
35,Mujer,Titulo de Maestria,Analista de Datos,0,120000.0
35,Mujer,Otro,Analista de Datos,9,120000.0
32,Hombre,Titulo de Maestria,bbb,7,110000.0
37,Hombre,Titulo de Licenciatura,Otro,11,160000.0
28,Hombre,Titulo de Licenciatura,Ingeniero de Software,0,75000.0
34,Hombre,Titulo de Maestria,Cientifico de Datos,0,140000.0
37,Hombre,Titulo de Licenciatura,Analista de Datos,0,160000.0
34,Hombre,Titulo de Maestria,Analista de Datos,0,100000.0
35,Otro,Titulo de Maestria,Analista de Datos,9,120000.0
34,Hombre,Titulo de Maestria,Otro,8,100000.0
41,Otro,Doctorado,Director de Ciencia de Datos,16,200000.0
27,Otro,Titulo de Licenciatura,Ingeniero de Software,3,70000.0
29,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,6,103579.0
45,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,0,163780.0
30,Mujer,Otro,Ingeniero de Proyectos Senior,4,92438.0
28,Hombre,Titulo de Maestria,Ingeniero Full Stack,5,84181.0
46,Mujer,Doctorado,Gerente de Ingenieros de Software,21,174821.0
34,Hombre,Titulo de Licenciatura,Desarrollador Back End,10,126520.0
44,Hombre,Titulo de Maestria,Ingeniero de Software Senior,18,152168.0
55,Otro,Doctorado,Gerente de Ingenieros de Software,29,190543.0
54,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,28,192292.0
23,Mujer,Otro,Desarrollador Back End,1,52807.0
46,Hombre,Titulo de Maestria,Ingeniero de Software Senior,20,174938.0
33,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,8,124071.0
26,Otro,Titulo de Maestria,Desarrollador Front End,3,73640.0
43,Otro,Doctorado,Gerente de Ingenieros de Software,19,156486.0
36,Hombre,Titulo de Maestria,Ingeniero Full Stack,0,138859.0
23,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,0,52831.0
49,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,23,182392.0
35,Mujer,Titulo de Maestria,Ingeniero Full Stack,0,151078.0
54,Otro,Escuela Secundaria,Ingeniero de Software Senior,29,158966.0
43,Hombre,Titulo de Maestria,Ingeniero Full Stack,20,167924.0
33,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,10,113334.0
52,Mujer,Doctorado,Gerente de Ingenieros de Software,29,194778.0
28,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,4,77606.0
36,Mujer,Titulo de Maestria,Ingeniero de Software Senior,13,140010.0
43,Hombre,Titulo de Licenciatura,Otro,20,142421.0
50,Mujer,Titulo de Maestria,Ingeniero Full Stack,24,192756.0
24,Hombre,Doctorado,Gerente de Ingenieros de Software,1,106686.0
46,Mujer,Titulo de Licenciatura,Desarrollador Back End,19,150729.0
38,Hombre,Titulo de Maestria,Ingeniero Full Stack,15,171652.0
29,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,6,88552.0
33,Mujer,Titulo de Maestria,Desarrollador Front End,9,119918.0
47,Hombre,Doctorado,Gerente de Ingenieros de Software,21,174985.0
45,Mujer,Titulo de Maestria,Ingeniero de Software Senior,23,174336.0
28,Hombre,Titulo de Licenciatura,Desarrollador Back End,4,72389.0
42,Mujer,Titulo de Maestria,Ingeniero Full Stack,14,163978.0
46,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,25,166958.0
38,Mujer,Doctorado,Gerente de Ingenieros de Software,15,145052.0
54,Hombre,Titulo de Maestria,Ingeniero de Software Senior,32,195270.0
33,Mujer,Titulo de Maestria,Ingeniero Full Stack,8,122970.0
27,Hombre,Escuela Secundaria,Desarrollador Back End,4,80247.0
50,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,25,177862.0
31,Mujer,Titulo de Maestria,Ingeniero de Software Senior,6,114290.0
35,Hombre,Titulo de Licenciatura,Desarrollador Front End,10,128999.0
44,Mujer,Doctorado,Gerente de Ingenieros de Software,18,162454.0
32,Hombre,Titulo de Maestria,Otro,8,122354.0
54,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,25,179756.0
26,Mujer,Titulo de Maestria,Desarrollador Front End,3,73218.0
23,Hombre,Doctorado,Otro,0,52612.0
48,Mujer,Titulo de Maestria,Ingeniero de Software Senior,24,184480.0
30,Mujer,Titulo de Maestria,Ingeniero Full Stack,5,102828.0
40,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,16,150301.0
45,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,22,171468.0
36,Hombre,Titulo de Maestria,Ingeniero Full Stack,13,147326.0
52,Hombre,Doctorado,Gerente de Ingenieros de Software,26,185982.0
31,Mujer,Titulo de Licenciatura,Ingeniero de Software Senior,0,108267.0
26,Hombre,Titulo de Maestria,Ingeniero Full Stack,4,91397.0
30,Otro,Titulo de Maestria,Ingeniero de Proyectos Senior,5,100867.0
24,Hombre,Titulo de Licenciatura,Desarrollador Back End,2,64182.0
45,Hombre,Titulo de Maestria,Ingeniero de Software Senior,22,182506.0
33,Mujer,Titulo de Maestria,Ingeniero Full Stack,9,136986.0
38,Hombre,Titulo de Licenciatura,Desarrollador Front End,0,136662.0
54,Mujer,Doctorado,Gerente de Ingenieros de Software,32,191510.0
42,Hombre,Titulo de Maestria,Ingeniero Full Stack,19,177347.0
28,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,3,70397.0
46,Mujer,Titulo de Licenciatura,Desarrollador Back End,18,155795.0
35,Hombre,Titulo de Maestria,Otro,9,132638.0
49,Mujer,Doctorado,Gerente de Ingenieros de Software,22,178684.0
32,Hombre,Titulo de Licenciatura,Ingeniero de Software Senior,7,106218.0
54,Hombre,Otro,Ingeniero Full Stack,28,191239.0
26,Mujer,Titulo de Maestria,Desarrollador Front End,2,65840.0
23,Hombre,Doctorado,Gerente de Ingenieros de Software,0,52779.0
48,Mujer,Titulo de Maestria,Ingeniero de Software Senior,23,185038.0
30,Mujer,Titulo de Maestria,Ingeniero Full Stack,6,110707.0
40,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,17,151670.0
45,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,21,167015.0
36,Hombre,Titulo de Maestria,Ingeniero Full Stack,13,146508.0
52,Hombre,Doctorado,Gerente de Ingenieros de Software,27,190596.0
31,Mujer,Titulo de Licenciatura,Ingeniero de Software Senior,6,104378.0
26,Hombre,Titulo de Maestria,Ingeniero Full Stack,3,70216.0
30,Mujer,Titulo de Maestria,Otro,5,101733.0
24,Hombre,Titulo de Licenciatura,Desarrollador Back End,1,55935.0
45,Hombre,Titulo de Maestria,Otro,21,180367.0
33,Mujer,Titulo de Maestria,Ingeniero Full Stack,9,135596.0
38,Hombre,Otro,Desarrollador Front End,11,136062.0
54,Mujer,Doctorado,Otro,32,191267.0
34,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,9,146075.0
35,Hombre,Titulo de Maestria,Ingeniero Full Stack,9,132638.0
54,Otro,Titulo de Maestria,Ingeniero Full Stack,28,191239.0
23,Hombre,Doctorado,Otro,0,52779.0
38,Hombre,Titulo de Licenciatura,Desarrollador Back End,14,136449.0
30,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,5,101733.0
45,Hombre,Titulo de Maestria,Ingeniero de Software Senior,21,180367.0
38,Hombre,Titulo de Licenciatura,Desarrollador Front End,11,136062.0
54,Mujer,Doctorado,Gerente de Ingenieros de Software,32,191267.0
45,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,19,163780.0
